2021-08-27 11:45:00,32424,32387
2021-08-27 12:00:00,32412,32357
2021-08-27 12:15:00,32394,32354
2021-08-27 12:30:00,32368,32334
2021-08-27 12:45:00,32365,32304
2021-08-27 13:00:00,32359,32321
2021-08-27 13:15:00,32366,32307
2021-08-27 13:30:00,32391,32352
2021-08-27 13:45:00,32384,32303
2021-08-27 14:00:00,32360,32312
2021-08-27 14:15:00,32329,32276
2021-08-27 14:30:00,32293,32253
2021-08-27 14:45:00,32295,32256
2021-08-27 15:00:00,32338,32275
2021-08-27 15:15:00,32357,32314
2021-08-27 15:30:00,32449,32338
2021-08-27 15:45:00,32430,32388
2021-08-27 16:00:00,32439,32391
2021-08-27 16:15:00,32447,32412
2021-08-27 16:30:00,32486,32402
2021-08-27 16:45:00,32537,32455
2021-08-27 17:00:00,32519,32435
2021-08-27 17:15:00,32514,32457
2021-08-27 17:30:00,32531,32471
2021-08-27 17:45:00,32666,32489
2021-08-27 18:00:00,32726,32642
2021-08-27 18:15:00,32694,32621
2021-08-27 18:30:00,32769,32635
2021-08-27 19:00:00,32799,32718
2021-08-27 19:15:00,32786,32757
2021-08-27 19:30:00,32803,32766
2021-08-27 19:45:00,32836,32802
2021-08-27 20:00:00,32825,32802
2021-08-27 20:15:00,32820,32780
2021-08-27 20:30:00,32799,32771
2021-08-27 20:45:00,32783,32755
2021-08-27 21:00:00,32775,32752
2021-08-27 21:15:00,32768,32730
2021-08-27 21:30:00,32788,32752
2021-08-27 21:45:00,32797,32778
2021-08-27 22:00:00,32799,32786
2021-08-27 22:15:00,32824,32791
2021-08-27 22:30:00,32814,32792
2021-08-27 22:45:00,32814,32786
2021-08-27 23:00:00,32810,32791
2021-08-27 23:15:00,32842,32806
2021-08-27 23:30:00,32828,32797
2021-08-27 23:45:00,32834,32803
2021-08-30 07:00:00,32954,32838
2021-08-30 07:15:00,32945,32918
2021-08-30 07:30:00,32942,32900
2021-08-30 07:45:00,32946,32917
2021-08-30 08:00:00,32946,32904
2021-08-30 08:15:00,32929,32911
2021-08-30 08:30:00,32929,32928
2021-08-30 08:45:00,32929,32901
2021-08-30 09:00:00,32942,32887
2021-08-30 09:15:00,32946,32920
2021-08-30 09:30:00,32977,32925
2021-08-30 09:45:00,32925,32873
2021-08-30 10:00:00,32929,32797
2021-08-30 10:15:00,32876,32799
2021-08-30 10:30:00,32822,32741
2021-08-30 10:45:00,32789,32724
2021-08-30 11:00:00,32822,32715
2021-08-30 11:15:00,32803,32715
2021-08-30 11:30:00,32760,32705
2021-08-30 11:45:00,32797,32719
2021-08-30 12:00:00,32934,32761
2021-08-30 12:15:00,32893,32817
2021-08-30 12:30:00,32833,32806
2021-08-30 12:45:00,32850,32786
2021-08-30 13:00:00,32830,32802
2021-08-30 13:15:00,32825,32803
2021-08-30 13:30:00,32904,32820
2021-08-30 13:45:00,32897,32850
2021-08-30 14:00:00,32890,32856
2021-08-30 14:15:00,32965,32864
2021-08-30 14:30:00,32962,32912
2021-08-30 14:45:00,32949,32925
2021-08-30 15:00:00,33021,32943
2021-08-30 15:15:00,33030,32982
2021-08-30 15:30:00,32998,32921
2021-08-30 15:45:00,32959,32914
2021-08-30 16:00:00,32971,32906
2021-08-30 16:15:00,32962,32921
2021-08-30 16:30:00,32934,32820
2021-08-30 16:45:00,32925,32845
2021-08-30 17:00:00,32918,32850
2021-08-30 17:15:00,32890,32841
2021-08-30 17:30:00,32959,32873
2021-08-30 17:45:00,32965,32940
2021-08-30 18:00:00,32962,32926
2021-08-30 18:15:00,32954,32907
2021-08-30 18:30:00,32968,32911
2021-08-30 19:00:00,32965,32920
2021-08-30 19:15:00,32954,32923
2021-08-30 19:30:00,32967,32929
2021-08-30 19:45:00,32946,32931
2021-08-30 20:00:00,32940,32929
2021-08-30 20:15:00,32939,32904
2021-08-30 20:30:00,32920,32901
2021-08-30 20:45:00,32912,32886
2021-08-30 21:00:00,32923,32890
2021-08-30 21:15:00,32940,32909
2021-08-30 21:30:00,32909,32883
2021-08-30 21:45:00,32895,32883
2021-08-30 22:00:00,32897,32870
2021-08-30 22:15:00,32893,32859
2021-08-30 22:30:00,32867,32850
2021-08-30 22:45:00,32869,32853
2021-08-30 23:00:00,32878,32806
2021-08-30 23:15:00,32886,32864
2021-08-30 23:30:00,32906,32884
2021-08-30 23:45:00,32904,32881
2021-08-31 07:00:00,32892,32785
2021-08-31 07:15:00,32820,32789
2021-08-31 07:30:00,32862,32792
2021-08-31 07:45:00,32918,32864
2021-08-31 08:00:00,32982,32915
2021-08-31 08:15:00,32957,32917
2021-08-31 08:30:00,32954,32915
2021-08-31 08:45:00,32943,32917
2021-08-31 09:00:00,32982,32904
2021-08-31 09:15:00,32999,32979
2021-08-31 09:30:00,32993,32909
2021-08-31 09:45:00,32993,32926
2021-08-31 10:00:00,33049,32920
2021-08-31 10:15:00,32954,32903
2021-08-31 10:30:00,32971,32901
2021-08-31 10:45:00,33063,32945
2021-08-31 11:00:00,33119,33044
2021-08-31 11:15:00,33080,33019
2021-08-31 11:30:00,33103,33038
2021-08-31 11:45:00,33094,33035
2021-08-31 12:00:00,33092,33033
2021-08-31 12:15:00,33133,33055
2021-08-31 12:30:00,33061,33021
2021-08-31 12:45:00,33078,33005
2021-08-31 13:00:00,33083,33007
2021-08-31 13:15:00,33016,32956
2021-08-31 13:30:00,33029,32959
2021-08-31 13:45:00,32990,32920
2021-08-31 14:00:00,32959,32914
2021-08-31 14:15:00,32946,32864
2021-08-31 14:30:00,32904,32842
2021-08-31 14:45:00,32898,32839
2021-08-31 15:00:00,32884,32817
2021-08-31 15:15:00,32864,32816
2021-08-31 15:30:00,32881,32839
2021-08-31 15:45:00,32887,32850
2021-08-31 16:00:00,32883,32820
2021-08-31 16:15:00,32890,32817
2021-08-31 16:30:00,32939,32864
2021-08-31 16:45:00,32940,32870
2021-08-31 17:00:00,32960,32887
2021-08-31 17:15:00,32982,32914
2021-08-31 17:30:00,32921,32858
2021-08-31 17:45:00,32906,32855
2021-08-31 18:00:00,32878,32838
2021-08-31 18:15:00,32937,32853
2021-08-31 18:30:00,32971,32912
2021-08-31 19:00:00,32982,32895
2021-08-31 19:15:00,32940,32900
2021-08-31 19:30:00,32940,32906
2021-08-31 19:45:00,32940,32909
2021-08-31 20:00:00,32926,32900
2021-08-31 20:15:00,32911,32842
2021-08-31 20:30:00,32873,32851
2021-08-31 20:45:00,32884,32859
2021-08-31 21:00:00,32870,32845
2021-08-31 21:15:00,32909,32859
2021-08-31 21:30:00,32886,32864
2021-08-31 21:45:00,32886,32864
2021-08-31 22:00:00,32900,32856
2021-08-31 22:15:00,32864,32824
2021-08-31 22:30:00,32856,32820
2021-08-31 22:45:00,32873,32850
2021-08-31 23:00:00,32861,32845
2021-08-31 23:15:00,32856,32845
2021-08-31 23:30:00,32878,32851
2021-08-31 23:45:00,32887,32850
2021-09-01 07:00:00,32988,32886
2021-09-01 07:15:00,32988,32957
2021-09-01 07:30:00,33010,32962
2021-09-01 07:45:00,32996,32963
2021-09-01 08:00:00,32985,32962
2021-09-01 08:15:00,32965,32949
2021-09-01 08:30:00,33013,32957
2021-09-01 08:45:00,33035,32991
2021-09-01 09:00:00,33068,32993
2021-09-01 09:15:00,33013,32970
2021-09-01 09:30:00,33010,32974
2021-09-01 09:45:00,33010,32976
2021-09-01 10:00:00,33072,32957
2021-09-01 10:15:00,33080,32985
2021-09-01 10:30:00,33078,33013
2021-09-01 10:45:00,33047,32988
2021-09-01 11:00:00,33052,32971
2021-09-01 11:15:00,32981,32912
2021-09-01 11:30:00,32962,32921
2021-09-01 11:45:00,32937,32878
2021-09-01 12:00:00,32926,32862
2021-09-01 12:15:00,32974,32912
2021-09-01 12:30:00,33074,32970
2021-09-01 12:45:00,33035,32999
2021-09-01 13:00:00,33100,33009
2021-09-01 13:15:00,33161,33064
2021-09-01 13:30:00,33125,33083
2021-09-01 13:45:00,33094,33032
2021-09-01 14:00:00,33102,33041
2021-09-01 14:15:00,33124,33082
2021-09-01 14:30:00,33102,33069
2021-09-01 14:45:00,33091,33044
2021-09-01 15:00:00,33119,33071
2021-09-01 15:15:00,33139,33094
2021-09-01 15:30:00,33105,33057
2021-09-01 15:45:00,33110,33075
2021-09-01 16:00:00,33097,33009
2021-09-01 16:15:00,33077,33015
2021-09-01 16:30:00,33069,32965
2021-09-01 16:45:00,33066,32977
2021-09-01 17:00:00,33100,32993
2021-09-01 17:15:00,33134,33086
2021-09-01 17:30:00,33181,33113
2021-09-01 17:45:00,33318,33169
2021-09-01 18:00:00,33383,33305
2021-09-01 18:15:00,33444,33358
2021-09-01 18:30:00,33562,33382
2021-09-01 19:00:00,33508,33435
2021-09-01 19:15:00,33503,33462
2021-09-01 19:30:00,33537,33495
2021-09-01 19:45:00,33537,33500
2021-09-01 20:00:00,33550,33503
2021-09-01 20:15:00,33545,33503
2021-09-01 20:30:00,33520,33494
2021-09-01 20:45:00,33528,33500
2021-09-01 21:00:00,33514,33490
2021-09-01 21:15:00,33515,33470
2021-09-01 21:30:00,33489,33462
2021-09-01 21:45:00,33478,33450
2021-09-01 22:00:00,33478,33452
2021-09-01 22:15:00,33459,33453
2021-09-01 22:30:00,33459,33438
2021-09-01 22:45:00,33458,33435
2021-09-01 23:00:00,33517,33453
2021-09-01 23:15:00,33509,33495
2021-09-01 23:30:00,33528,33500
2021-09-01 23:45:00,33545,33514
2021-09-02 07:00:00,33520,33450
2021-09-02 07:15:00,33469,33421
2021-09-02 07:30:00,33441,33403
